Avg Pump Difference,Lateral Length,TVD,DELAYED,BOUND_CODE,PARENT_CODEV_1050_WELL_COUNT,PARENT_IN_ZONE_MIN_HYPOT,PARENT_OUT_ZONE_MIN_HYPOT,PARENT_IN_ZONE_MIN_MAP_DIST,PARENT_OUT_ZONE_MIN_MAP_DIST,PARENT_1050_AVG_WELL_AGE,PARENT_1050_MEDIAN_WELL_AGE,PARENT_1050_WELL_COUNT,PARENT_3000_AVG_HYPOT_DIST,PARENT_3000_AVG_MAP_DIST,PARENT_3000_AVG_TVD_DIST,PARENT_3000_AVG_WELL_AGE,PARENT_3000_MEDIAN_WELL_AGE,PARENT_3000_WELL_COUNT,CODEV_IN_ZONE_MIN_HYPOT,CODEV_OUT_ZONE_MIN_HYPOT,CODEV_IN_ZONE_MIN_MAP_DIST,CODEV_1050_WELL_COUNT,CODEV_3000_AVG_HYPOT_DIST,CODEV_3000_AVG_MAP_DIST,CODEV_3000_AVG_TVD_DIST,CODEV_3000_AVG_WELL_AGE,CODEV_3000_MEDIAN_WELL_AGE,CODEV_3000_WELL_COUNT,Pressure Gradient (psi/ft) new,Soak Time,Avg Open Pressure,SD Open Pressure,Avg Close Pressure,SD Close Pressure,Imputed
24.22,13600,8870.0,0,1110,3,2780.0,2486.0,2779.0,2471.0,2480.0,2480.0,0,2629.0,2606.0,276.0,1997.0,2000.0,3,858.0,541.0,858.0,3,1024,870,318,-1.2,-1.0,5,0.508244392,271,2276.248295,262.4,996.2498269,617.7,1.0
27.43,12600,9185.0,1,11011101,4,1325.0,956.0,1286.0,237.0,2821.0,2821.0,2,1981.0,1681.0,773.0,4290.0,3262.0,21,1000.0,593.0,1000.0,2,796,750,169,1.0,1.0,2,0.521181337,309,2690.113975,146.1,1538.691204,446.0,0.0
4.31,8100,8970.0,1,10111111,8,619.0,596.0,614.0,5.0,3843.0,5016.0,6,1867.0,1756.0,452.0,3443.0,3998.5,36,1007.0,432.0,1001.5,2,1252,658,951,-19.8,-20.0,4,0.555684381,227,2910.095806,148.8,2736.134359,598.6,1.0
0.37,7800,8920.0,1,11111111,7,1086.0,420.0,1085.0,44.0,3514.0,1961.0,7,1784.0,1565.0,616.0,3171.0,2619.0,34,1206.0,433.0,1206.0,0,1618,1618,14,-0.5,-0.5,2,0.556269245,54,3200.823486,183.1,2704.069504,759.0,1.0
4.33,7900,8910.0,1,11111111,8,1401.0,250.0,1401.0,5.0,4111.0,5532.0,7,1775.0,1568.0,590.0,3277.0,3263.0,32,823.0,448.0,823.0,1,1015,1015,8,-0.5,-0.5,2,0.55463923,44,3337.386903,198.4,2630.823009,574.0,1.0
27.8,12700,10575.0,1,11111000,1,1018.0,1275.0,1018.0,1.0,2460.0,2460.0,1,2491.0,1542.0,1723.0,3824.0,3895.0,21,1763.0,2528.0,1763.0,0,1791,1791,23,0.0,0.0,1,0.521035728,390,2693.826949,278.7,1628.125764,714.8,1.0
82.85,12600,10575.0,1,11111000,1,1018.0,1275.0,1018.0,1.0,2460.0,2460.0,1,2491.0,1542.0,1723.0,3824.0,3895.0,21,1763.0,2528.0,1763.0,0,1791,1791,23,0.0,0.0,1,0.499371573,473,2460.5397,117.1,1571.429111,635.9,1.0
1.49,13600,8530.0,1,11001101,3,1348.0,863.0,1348.0,266.0,1528.0,1528.0,1,1882.0,1681.0,730.0,2045.0,2238.0,7,840.0,708.0,840.0,2,1182,1067,308,1.5,1.5,4,0.546975982,67,2401.098446,392.5,1218.33913,326.8,1.0
5.31,13500,8530.0,1,11001101,3,1348.0,863.0,1348.0,266.0,1528.0,1528.0,1,1882.0,1681.0,730.0,2045.0,2238.0,7,840.0,708.0,840.0,2,1182,1067,308,1.5,1.5,4,0.54542858,168,2770.815544,301.7,1507.649634,499.1,1.0
8.26,13600,8530.0,1,11001101,3,1348.0,863.0,1348.0,266.0,1528.0,1528.0,1,1882.0,1681.0,730.0,2045.0,2238.0,7,840.0,708.0,840.0,2,1182,1067,308,1.5,1.5,4,0.544233598,256,2583.971528,214.6,1561.060485,420.9,1.0
44.26,12600,10415.0,1,11100000,2,892.0,980.0,888.0,50.0,1764.0,1764.0,2,2071.0,1242.0,1483.0,1840.0,1764.0,12,1455.0,340.0,1455.0,0,1490,1490,4,0.0,0.0,1,0.497453144,204,2090.504617,226.7,2082.40581,451.1,1.0
24.84,9600,8885.0,1,11101000,5,1216.0,819.0,1215.0,785.0,4267.0,4267.0,1,1947.0,1906.0,320.0,4366.0,4272.0,7,725.0,538.0,725.0,4,825,492,535,1.0,1.0,5,0.557633447,48,2780.694513,244.6,1882.284217,994.1,0.0
62.9,10300,10415.0,1,11100000,2,892.0,980.0,888.0,50.0,1764.0,1764.0,2,2071.0,1242.0,1483.0,1840.0,1764.0,12,1455.0,340.0,1455.0,0,1490,1490,4,0.0,0.0,1,0.493733708,56,2241.767857,285.3,2155.205518,676.6,1.0
64.22,12800,10415.0,1,11100000,2,892.0,980.0,888.0,50.0,1764.0,1764.0,2,2071.0,1242.0,1483.0,1840.0,1764.0,12,1455.0,340.0,1455.0,0,1490,1490,4,0.0,0.0,1,0.489859281,301,1975.04237,160.3,1654.048903,751.2,1.0
31.71,10200,10415.0,1,11100000,2,892.0,980.0,888.0,50.0,1764.0,1764.0,2,2071.0,1242.0,1483.0,1840.0,1764.0,12,1455.0,340.0,1455.0,0,1490,1490,4,0.0,0.0,1,0.505681674,133,2395.528511,288.3,2422.351828,376.5,1.0
40.34,10200,10415.0,1,11100000,2,892.0,980.0,888.0,50.0,1764.0,1764.0,2,2071.0,1242.0,1483.0,1840.0,1764.0,12,1455.0,340.0,1455.0,0,1490,1490,4,0.0,0.0,1,0.502375776,189,2302.56621,455.2,2319.878738,830.1,1.0
67.53,12700,10415.0,1,11100000,2,892.0,980.0,888.0,50.0,1764.0,1764.0,2,2071.0,1242.0,1483.0,1840.0,1764.0,12,1455.0,340.0,1455.0,0,1490,1490,4,0.0,0.0,1,0.488599978,386,1997.994967,181.4,1929.637368,497.4,1.0
4.13,15300,8800.0,0,10001111,5,1594.0,1654.0,1593.0,1600.0,1674.5,1674.5,0,2279.0,2224.0,327.0,1983.0,2323.0,11,856.0,505.0,856.0,5,806,646,305,0.0,0.0,5,0.573803395,247,2541.351643,450.3,2025.777345,564.9,1.0
16.7,15300,8800.0,0,10001111,5,1594.0,1654.0,1593.0,1600.0,1674.5,1674.5,0,2279.0,2224.0,327.0,1983.0,2323.0,11,856.0,505.0,856.0,5,806,646,305,0.0,0.0,5,0.568451351,43,2945.96484,294.8,2364.788103,639.6,1.0
45.82,15300,8800.0,0,10001111,5,1594.0,1654.0,1593.0,1600.0,1674.5,1674.5,0,2279.0,2224.0,327.0,1983.0,2323.0,11,856.0,505.0,856.0,5,806,646,305,0.0,0.0,5,0.556052662,346,2420.850104,453.7,2450.138653,390.2,1.0
21.19,13000,10255.0,1,11111000,2,772.0,1000.0,772.0,0.0,4252.0,4251.5,2,2366.0,1481.0,1624.0,3652.0,1914.0,27,1748.0,1373.5,1748.0,0,1748,1748,24,0.0,0.0,1,0.555890747,75,2848.074967,169.7,2566.20147,701.0,1.0
6.93,10300,8280.0,1,10011111,5,938.0,603.0,938.0,48.0,2850.0,3581.0,3,2038.0,1668.0,904.0,3018.0,3579.0,23,708.0,684.0,708.0,2,1546,1512,230,-2.8,-1.0,6,0.513621806,205,2680.928249,213.0,2614.600416,641.7,0.0
-11.64,13000,10255.0,1,11111000,2,772.0,1000.0,772.0,0.0,4252.0,4251.5,2,2366.0,1481.0,1624.0,3652.0,1914.0,27,1748.0,1373.5,1748.0,0,1748,1748,24,0.0,0.0,1,0.569606335,156,2965.636783,156.3,2945.865871,428.1,1.0
89.05,10300,9180.0,1,11011111,6,595.0,380.0,593.0,7.0,5296.0,6395.0,5,1940.0,1733.0,687.0,2628.0,1999.0,33,793.0,857.0,793.0,1,867,234,835,0.0,0.0,1,0.480995633,67,2426.467749,210.1,2079.290404,559.0,1.0
71.44,11800,8490.0,1,11111111,8,1801.0,503.0,1801.0,0.0,5251.0,5251.5,6,1776.0,1517.0,650.0,3025.0,3201.0,26,820.0,475.0,820.0,2,1124,1124,9,0.7,1.0,3,0.534897499,252,2531.114675,151.8,2224.430535,662.0,1.0
27.28,10300,10295.0,1,1111000,1,1665.0,1137.0,1665.0,6.0,2480.0,2480.0,0,2171.0,1615.0,1223.0,3628.0,3805.5,18,818.0,1957.0,818.0,1,829,829,0,0.0,0.0,1,0.505849813,302,2616.979761,237.4,2395.782663,479.6,1.0
44.92,10300,8250.0,1,11011111,8,2579.0,669.0,2578.0,0.0,3582.0,3582.0,3,2026.0,1591.0,977.0,3204.0,3581.0,19,846.0,462.0,846.0,5,1543,1481,276,4.7,2.0,12,0.499112812,369,2526.315152,270.9,2494.963763,565.2,0.0
35.52,10300,9180.0,1,11011111,6,595.0,380.0,593.0,7.0,5296.0,6395.0,5,1940.0,1733.0,687.0,2628.0,1999.0,33,793.0,857.0,793.0,1,867,234,835,0.0,0.0,1,0.501386052,222,2580.918415,223.8,2395.248211,661.3,1.0
53.86,7600,8450.0,0,11000001,3,2481.0,2663.0,2481.0,2657.0,5189.5,5189.5,0,2708.0,2690.0,256.0,2472.0,2472.0,3,651.0,480.0,651.0,3,1161,1050,352,0.7,1.0,7,0.522166364,90,2489.949673,208.8,2536.835745,607.4,1.0
22.48,15400,8335.0,0,10001001,2,2746.0,2418.0,2746.0,2412.0,1674.5,1674.5,0,2678.0,2607.0,432.0,732.0,700.5,4,562.0,1384.0,562.0,2,1556,1556,21,7.1,16.0,7,0.530085303,81,2189.009027,269.0,1269.687988,629.7,1.0
35.46,15400,8335.0,0,10001001,2,2746.0,2418.0,2746.0,2412.0,1674.5,1674.5,0,2678.0,2607.0,432.0,732.0,700.5,4,562.0,1384.0,562.0,2,1556,1556,21,7.1,16.0,7,0.524909284,180,1971.769373,282.0,845.3371297,408.2,1.0
18.04,15400,8335.0,0,10001001,2,2746.0,2418.0,2746.0,2412.0,1674.5,1674.5,0,2678.0,2607.0,432.0,732.0,700.5,4,562.0,1384.0,562.0,2,1556,1556,21,7.1,16.0,7,0.531855836,268,2068.565102,280.1,695.83793,299.4,1.0
-4.78,15100,8445.0,0,10001101,4,1594.0,1654.0,1593.0,1600.0,1674.5,1674.5,0,2279.0,2224.0,327.0,1983.0,2323.0,0,810.0,602.0,810.0,4,821,694,308,0.0,0.0,5,0.49136987,66,2436.730435,222.2,1899.344348,637.9,1.0
48.35,15200,8440.0,0,10000001,2,1262.0,2091.5,1260.5,2046.5,1674.5,1674.5,0,2350.0,2317.0,247.5,2129.0,2323.5,0,852.0,678.0,852.0,2,1311,1233,314,1.2,1.0,5,0.470620779,63,2457.795237,288.6,1992.997284,962.8,1.0
58.35,15000,8445.0,0,10001101,4,1594.0,1654.0,1593.0,1600.0,1674.5,1674.5,0,2279.0,2224.0,327.0,1983.0,2323.0,0,810.0,602.0,810.0,4,821,694,308,0.0,0.0,5,0.468503159,159,2241.876345,227.7,1698.000908,563.6,1.0
40.1,15000,8440.0,0,10000001,2,1262.0,2091.5,1260.5,2046.5,1674.5,1674.5,0,2350.0,2317.0,247.5,2129.0,2323.5,0,852.0,678.0,852.0,2,1311,1233,314,1.2,1.0,5,0.47359954,140,2386.939138,200.7,2288.120062,523.7,1.0
15.32,15000,8445.0,0,10001101,4,1594.0,1654.0,1593.0,1600.0,1674.5,1674.5,0,2279.0,2224.0,327.0,1983.0,2323.0,0,810.0,602.0,810.0,4,821,694,308,0.0,0.0,5,0.484089323,267,2540.766233,230.0,1784.032197,669.1,1.0
6.63,15600,8450.0,0,11000001,3,2481.0,2663.0,2481.0,2657.0,1528.0,1528.0,0,2708.0,2690.0,256.0,2472.0,2472.0,3,651.0,480.0,651.0,3,1161,1050,352,0.7,1.0,7,0.528331752,62,3037.413451,141.2,2887.576283,652.3,1.0
55.0,16600,9465.0,1,11111001,6,1066.0,811.0,1064.0,241.0,1333.0,1333.0,2,2027.0,1845.0,583.0,1450.0,1342.5,20,800.0,351.0,800.0,4,1555,1329,631,12.9,22.0,15,0.527794988,189,3085.054913,231.1,2688.717968,386.9,0.0
50.44,15100,8440.0,0,10000001,2,1262.0,2091.5,1260.5,2046.5,1674.5,1674.5,0,2350.0,2317.0,247.5,2129.0,2323.5,0,852.0,678.0,852.0,2,1311,1233,314,1.2,1.0,5,0.469866159,288,2417.846164,201.5,1946.511574,613.9,1.0
69.27,16600,9465.0,1,11111001,6,1066.0,811.0,1064.0,241.0,1333.0,1333.0,2,2027.0,1845.0,583.0,1450.0,1342.5,20,800.0,351.0,800.0,4,1555,1329,631,12.9,22.0,15,0.520210586,130,2939.106995,246.0,2116.195991,529.5,0.0
14.12,16500,9465.0,1,11111001,6,1066.0,811.0,1064.0,241.0,1333.0,1333.0,2,2027.0,1845.0,583.0,1450.0,1342.5,20,800.0,351.0,800.0,4,1555,1329,631,12.9,22.0,15,0.542580394,272,3243.973159,362.3,2269.934221,700.8,0.0
49.09,10300,10040.0,1,11111101,2,1468.0,955.0,534.0,191.0,3960.0,3960.0,1,2520.0,1888.0,1457.0,4270.0,3668.5,24,697.0,475.0,697.0,1,1433,1433,12,16.7,25.0,3,0.567692327,304,2576.607895,172.0,1669.167595,799.4,1.0
27.6,10300,10025.0,1,11111001,3,1397.0,967.0,159.0,5.0,3350.0,3350.0,2,2257.0,1579.0,1410.0,3755.0,3351.0,20,720.0,475.0,720.0,1,1913,1913,15,-16.7,-25.0,3,0.577057303,420,3564.462932,2145.8,1711.648042,673.1,1.0
19.7,10300,10030.0,1,11111011,2,1419.0,945.0,311.0,69.0,3350.0,3350.0,1,2221.0,1546.0,1405.0,3966.0,3643.5,20,720.0,475.0,720.0,1,1433,1433,12,-16.7,-25.0,3,0.580499989,431,2752.443301,194.1,1687.591143,541.1,1.0
7.44,10000,8160.0,1,10001000,2,616.0,2458.0,610.0,2424.0,1025.0,1025.0,1,1870.0,1864.0,113.0,790.0,1025.0,7,569.0,657.0,569.0,1,1601,1601,44,5.0,5.0,4,0.567118068,126,3344.959992,198.1,2437.362986,440.8,1.0
58.71,7600,10665.0,1,11111000,2,1012.0,1197.0,1011.0,2.0,552.0,552.0,1,2390.0,1734.0,1423.0,2209.0,1136.0,25,866.0,2267.0,866.0,1,2114,889,1595,-27.3,-41.0,6,0.507677464,49,2601.023124,153.4,2403.99092,784.6,0.0
39.6,7800,8420.0,1,11001111,5,2570.0,770.0,2570.0,55.0,5682.0,5682.0,1,2339.0,1842.0,1127.0,3581.0,4874.0,23,304.0,275.0,304.0,4,1401,1147,635,-1.5,-1.0,13,0.51518029,131,2499.870135,149.5,1779.067449,881.3,0.0
65.98,7800,8440.0,1,11001111,4,1426.0,536.0,1426.0,21.0,5346.0,5346.0,3,2206.0,1754.0,972.0,1904.0,767.0,27,650.0,417.0,650.0,1,417,328,258,0.0,0.0,1,0.504823171,171,2521.704779,183.5,1900.088888,727.8,1.0
24.23,15600,8790.0,0,10001001,4,930.0,2529.0,928.0,2493.0,2324.0,2324.0,1,2421.0,2410.0,168.0,2275.0,2324.0,8,872.0,526.0,872.0,3,1182,1065,311,1.2,1.0,5,0.497105243,91,2608.988542,267.1,2300.207811,683.9,0.0
5.61,14400,9320.0,0,11111000,5,736.0,843.0,734.0,214.0,2496.0,2495.5,0,1938.0,1622.0,767.0,2031.0,2437.0,0,736.0,258.0,736.0,5,1570,1317,568,-4.8,14.0,19,0.566336185,119,3301.25279,388.2,2736.395575,562.0,1.0
-10.63,15300,9320.0,0,11111000,5,736.0,831.0,734.0,203.0,1314.5,1314.25,0,1926.5,1580.0,881.5,1144.5,1289.0,0,736.0,258.0,736.0,5,1570,1317,568,-4.8,14.0,19,0.575894236,423,3170.934229,260.6,2693.813374,573.7,1.0
38.08,15600,9485.0,1,11111110,6,1066.0,819.0,1064.0,192.0,133.0,133.0,2,1915.0,1538.0,996.0,258.0,141.0,5,831.0,522.0,831.0,4,1762,1688,286,-19.7,-30.0,13,0.491919087,174,2556.699361,195.6,2494.365764,642.8,1.0
0.865,10100,8160.0,1,10001000,2,616.0,2458.0,610.0,2424.0,1025.0,1025.0,1,1870.0,1864.0,113.0,790.0,1025.0,7,569.0,657.0,569.0,1,1601,1601,44,5.0,5.0,4,0.574595356,328,3560.694259,289.6,2930.985972,523.6,1.0
24.65,15600,8870.0,0,1110,3,2780.0,2486.0,2779.0,2471.0,2480.0,2480.0,0,2629.0,2606.0,276.0,1997.0,2000.0,3,858.0,541.0,858.0,3,1024,870,318,-1.2,-1.0,5,0.496947973,234,2626.137461,881.4,2492.693397,532.6,1.0
13.46,10300,8160.0,1,10001000,2,616.0,2458.0,610.0,2424.0,1025.0,1025.0,1,1870.0,1864.0,113.0,790.0,1025.0,7,569.0,657.0,569.0,1,1601,1601,44,5.0,5.0,4,0.551499067,142,2459.688457,208.3,2144.941593,623.3,1.0
3.55,15300,9115.0,1,11111100,5,1454.0,151.0,1453.0,86.0,6575.0,6572.0,4,1933.0,1800.0,503.0,3077.0,1646.5,22,1040.0,1267.0,1040.0,1,1377,922,776,0.3,0.5,4,0.558487803,75,3424.968388,148.3,3046.566356,527.5,0.0
2.86,10300,7820.0,1,10001111,4,878.0,1220.0,877.0,239.0,2789.0,2788.5,2,2146.0,1948.0,566.0,2795.0,2900.5,20,843.0,510.0,843.0,2,721,142,704,-0.5,-0.5,2,0.523480475,64,3033.434898,246.4,2767.646172,566.1,1.0
-12.69,12700,9250.0,1,11011001,8,915.0,916.0,878.0,861.0,628.0,628.0,3,1910.0,1838.0,418.0,1441.0,743.0,9,283.0,345.0,124.0,5,565,467,230,0.0,0.0,5,0.56427,176,2930.4,142.7,2797.3,746.3,0.0
-6.8,10300,9250.0,1,11011001,8,915.0,916.0,878.0,861.0,628.0,628.0,3,1910.0,1838.0,418.0,1441.0,743.0,9,283.0,345.0,124.0,5,565,467,230,0.0,0.0,5,0.568211579,51,2853.885895,413.0,2973.888742,749.2,0.0
17.82,12900,9250.0,1,11011001,8,915.0,916.0,878.0,861.0,628.0,628.0,3,1910.0,1838.0,418.0,1441.0,743.0,9,283.0,345.0,124.0,5,565,467,230,0.0,0.0,5,0.551652783,266,2840.058261,163.8,2764.23913,985.4,0.0
6.86,15400,9115.0,1,11111100,5,1454.0,151.0,1453.0,86.0,6575.0,6572.0,4,1933.0,1800.0,503.0,3077.0,1646.5,22,1040.0,1267.0,1040.0,1,1377,922,776,0.3,0.5,4,0.557116681,223,3414.087611,220.5,3055.667257,387.7,0.0
2.5,10100,9250.0,1,11011001,8,915.0,916.0,878.0,861.0,628.0,628.0,3,1910.0,1838.0,418.0,1441.0,743.0,9,283.0,345.0,124.0,5,565,467,230,0.0,0.0,5,0.564321968,158,3140.505725,242.6,2877.810012,816.5,0.0
2.13,10200,9250.0,1,11011001,8,915.0,916.0,878.0,861.0,628.0,628.0,3,1910.0,1838.0,418.0,1441.0,743.0,9,283.0,345.0,124.0,5,565,467,230,0.0,0.0,5,0.558141283,339,2873.946195,193.7,2550.788826,861.8,0.0
30.86,10300,9895.0,1,11111000,3,285.0,1238.0,282.0,287.0,3245.0,3244.5,2,2335.0,1665.0,1431.0,2263.0,2599.0,29,871.0,599.5,871.0,1,876,876,9,0.0,0.0,1,0.51261445,296,2937.778684,223.9,2642.348057,748.3,1.0
-0.78,10300,9250.0,1,11011001,8,915.0,916.0,878.0,861.0,628.0,628.0,3,1910.0,1838.0,418.0,1441.0,743.0,9,283.0,345.0,124.0,5,565,467,230,0.0,0.0,5,0.565693788,227,2959.448773,145.2,2590.599346,843.5,0.0
24.22,10300,8160.0,1,10001000,2,616.0,2458.0,610.0,2424.0,1025.0,1025.0,1,1870.0,1864.0,113.0,790.0,1025.0,7,569.0,657.0,569.0,1,1601,1601,44,5.0,5.0,4,0.552479532,42,2838.529611,748.5,2302.328134,698.0,1.0
5.66,15300,8160.0,1,10001000,2,616.0,2458.0,610.0,2424.0,1025.0,1025.0,1,1870.0,1864.0,113.0,790.0,1025.0,7,569.0,678.0,569.0,1,1601,1601,44,5.0,5.0,4,0.557613765,368,3553.95075,205.8,3150.969604,389.4,1.0
2.51,10300,9085.0,0,11110101,7,2794.0,2693.0,2793.0,1172.0,2036.0,2035.75,0,2867.0,2530.0,857.0,2196.0,1065.0,0,624.0,375.0,624.0,7,1593,1331,610,-0.3,-2.0,21,0.526523549,40,3141.537437,235.4,2888.534937,389.9,1.0
20.0,10300,8160.0,1,10001000,2,616.0,2458.0,610.0,2424.0,1025.0,1025.0,1,1870.0,1864.0,113.0,790.0,1025.0,7,569.0,657.0,569.0,1,1601,1601,44,5.0,5.0,4,0.554235728,119,2970.618007,256.7,2431.078199,733.4,1.0
5.16,10300,9085.0,0,11110101,7,2794.0,2693.0,2793.0,1172.0,2496.0,2495.5,0,2867.0,2530.0,857.0,2196.0,1065.0,0,624.0,375.0,624.0,7,1593,1331,610,-0.3,-2.0,21,0.525489448,111,3258.339746,303.3,2699.552713,269.6,1.0
37.6,10300,9085.0,0,11110101,7,2794.0,2693.0,2793.0,1172.0,2496.0,2495.5,0,2867.0,2530.0,857.0,2196.0,1065.0,0,624.0,375.0,624.0,7,1593,1331,610,-0.3,-2.0,21,0.512830484,155,3247.780777,333.0,2846.921185,229.7,1.0
24.61,10300,10245.0,1,11111000,0,1225.0,1245.0,1225.0,82.0,3655.0,3655.0,0,2533.0,1565.0,1784.0,4655.0,4398.0,34,1361.0,1187.5,1361.0,0,1401,1401,14,0.0,0.0,1,0.545678801,43,2527.246172,644.1,2177.977414,778.2,1.0
13.59,10300,10245.0,1,11111000,0,1225.0,1245.0,1225.0,82.0,3655.0,3655.0,0,2533.0,1565.0,1784.0,4655.0,4398.0,34,1361.0,1187.5,1361.0,0,1401,1401,14,0.0,0.0,1,0.550209764,124,2557.76257,150.0,2405.186841,770.4,1.0
10.3,15700,9480.0,1,11011111,5,921.0,1161.0,921.0,138.0,1024.0,1024.0,2,2144.0,1867.0,816.0,916.0,788.0,40,880.0,609.0,880.0,3,1072,912,340,1.2,1.0,5,0.520696448,49,2503.979561,175.2,2432.650212,399.6,1.0
75.63,15700,9480.0,1,11011111,5,921.0,1161.0,921.0,138.0,1024.0,1024.0,2,2144.0,1867.0,816.0,916.0,788.0,40,880.0,609.0,880.0,3,1072,912,340,1.2,1.0,5,0.495240451,59,2302.201062,174.7,2088.177345,374.5,0.0
62.6,15800,9480.0,1,11011111,5,921.0,1161.0,921.0,138.0,1024.0,1024.0,2,2144.0,1867.0,816.0,916.0,788.0,40,880.0,609.0,880.0,3,1072,912,340,1.2,1.0,5,0.50039624,150,2549.867003,173.1,2577.422493,422.2,1.0
9.185,10200,8160.0,1,10001000,2,616.0,2458.0,610.0,2424.0,1025.0,1025.0,1,1870.0,1864.0,113.0,790.0,1025.0,7,569.0,657.0,569.0,1,1601,1601,44,5.0,5.0,4,0.617175215,376,3211.5760445,255.39999999999998,2598.995714,820.5,1.0
5.99,18200,8335.0,0,10001001,2,2746.0,2418.0,2746.0,2412.0,1025.0,1025.0,0,2678.0,2607.0,432.0,732.0,700.5,4,562.0,1384.0,562.0,2,1556,1556,21,7.1,16.0,7,0.541321313,815,3266.242716,164.7,2844.170027,789.4,1.0
5.31,10300,8160.0,1,10001000,2,616.0,2458.0,610.0,2424.0,1025.0,1025.0,1,1870.0,1864.0,113.0,790.0,1025.0,7,569.0,657.0,569.0,1,1601,1601,44,5.0,5.0,4,0.611224011,427,2754.731089,367.6,2863.03309,1295.5,1.0
5.38,18200,8335.0,0,10001001,2,2746.0,2418.0,2746.0,2412.0,1025.0,1025.0,0,2678.0,2607.0,432.0,732.0,700.5,4,562.0,1384.0,562.0,2,1556,1556,21,7.1,16.0,7,0.541566674,988,3375.251928,857.2,2958.170289,716.9,1.0
4.09,10300,8350.0,0,11001000,3,1348.0,1736.0,1348.0,1684.0,4093.0,4092.75,0,2168.0,2142.0,204.0,2248.0,1786.0,9,650.0,629.0,650.0,3,695,519,313,0.7,1.0,3,0.56853128,108,2928.200185,238.2,2381.445271,525.2,1.0
37.96,10300,8350.0,0,11001000,3,1348.0,1736.0,1348.0,1684.0,4093.0,4092.75,0,2168.0,2142.0,204.0,2248.0,1786.0,9,650.0,629.0,650.0,3,695,519,313,0.7,1.0,3,0.554243067,114,2747.262178,217.9,2309.826087,653.4,1.0
75.84,12900,8355.0,1,10011111,4,998.5,645.0,990.0,239.0,955.0,954.5,2,2078.0,1594.0,1127.0,1538.0,1954.0,18,766.0,349.0,766.0,2,1067,1033,137,-1.0,-1.0,4,0.479939912,376,2740.898161,258.6,2287.936791,615.9,1.0
81.43,13000,8270.0,1,11001111,6,934.0,674.0,933.0,0.0,3864.0,4546.5,4,1941.0,1578.0,840.0,3800.0,4386.0,24,834.0,411.0,833.0,2,1470,1435,238,-7.8,1.0,5,0.477837264,467,2667.717992,267.3,2357.296098,589.9,1.0
68.21,7700,10365.0,1,11111000,4,1508.0,722.0,1508.0,31.0,1874.0,1879.0,3,2213.0,1672.0,1191.0,2164.0,2265.0,35,1000.0,296.5,1000.0,1,1000,1000,10,0.0,0.0,1,0.512639804,245,3056.211966,212.0,2032.922355,533.8,1.0
29.18,7700,10300.0,1,11111000,3,2181.0,880.0,1946.5,51.0,2865.0,2863.0,3,1923.0,1378.0,1130.0,3070.0,2862.0,24,1301.0,624.0,1301.0,0,1302,1302,12,0.0,0.0,1,0.530874004,315,2969.985594,230.1,1821.549742,314.5,1.0
80.59,12900,10410.0,0,11000000,1,1348.0,1910.0,1348.0,1690.0,1528.0,1528.0,0,2614.0,2346.0,1131.0,1270.0,1269.5,4,779.0,708.0,779.0,1,798,798,12,0.0,0.0,1,0.478153225,541,2761.233882,1035.5,2149.114144,779.2,1.0
30.42,7700,10355.0,1,11111001,3,2854.0,585.0,2385.0,45.0,2211.0,2211.0,3,2151.0,1572.0,1304.0,2257.0,2037.0,47,1492.0,2571.0,1492.0,0,1492,1492,11,0.0,0.0,1,0.530376286,355,2966.579531,158.1,1818.19282,360.6,1.0
